#index	label	wavelength	comment
1301	H  1      7.38319m		# radiative recombination continuum
1302	H  1      7.38319m		# radiative recombination continuum
1303	H  1      7.38319m		# radiative recombination continuum
1304	H  1      7.38319m		# radiative recombination continuum
1305	H  1      7.38319m		# radiative recombination continuum
1306	H  1      9.11505m		# radiative recombination continuum
1307	H  1      9.11505m		# radiative recombination continuum
1308	H  1      9.11505m		# radiative recombination continuum
1309	H  1      9.11505m		# radiative recombination continuum
1310	H  1      9.11505m		# radiative recombination continuum
1311	H  1      9.11505m		# radiative recombination continuum
1312	H  1      9.11505m		# radiative recombination continuum
1313	H  1      9.11505m		# radiative recombination continuum
1314	H  1      9.11505m		# radiative recombination continuum
1315	H  1      9.11505m		# radiative recombination continuum
1316	H  1      11.0292m		# radiative recombination continuum
1317	H  1      13.1257m		# radiative recombination continuum
1318	H  1      15.4044m		# radiative recombination continuum
1319	H  1      17.8655m		# radiative recombination continuum
1320	H  1      20.5089m		# radiative recombination continuum
1321	H  1      23.3345m		# radiative recombination continuum
1322	H  1      26.3425m		# radiative recombination continuum
1323	H  1      29.5328m		# radiative recombination continuum
1324	H  1      32.9053m		# radiative recombination continuum
1325	H  1      36.4602m		# radiative recombination continuum
1326	H  1      40.1974m		# radiative recombination continuum
1327	H  1      44.1168m		# radiative recombination continuum
1328	H  1      48.2186m		# radiative recombination continuum
1329	H  1      52.5027m		# radiative recombination continuum
1330	H  1      56.9691m		# radiative recombination continuum
1331	He 2      227.838A		# radiative recombination continuum
1332	He 2      911.351A		# radiative recombination continuum
1333	He 2      911.351A		# radiative recombination continuum
1334	He 2      2049.88A		# radiative recombination continuum
1335	He 2      2049.88A		# radiative recombination continuum
1336	He 2      2049.88A		# radiative recombination continuum
1337	He 2      3644.36A		# radiative recombination continuum
1338	He 2      3644.36A		# radiative recombination continuum
1339	He 2      3644.36A		# radiative recombination continuum
1340	He 2      3644.36A		# radiative recombination continuum
1341	He 2      5694.36A		# radiative recombination continuum
1342	He 2      5694.36A		# radiative recombination continuum
1343	He 2      5694.36A		# radiative recombination continuum
1344	He 2      5694.36A		# radiative recombination continuum
1345	He 2      5694.36A		# radiative recombination continuum
1346	He 2      8199.90A		# radiative recombination continuum
1347	He 2      8199.90A		# radiative recombination continuum
1348	He 2      8199.90A		# radiative recombination continuum
1349	He 2      8199.90A		# radiative recombination continuum
1350	He 2      8199.90A		# radiative recombination continuum
1351	He 2      8199.90A		# radiative recombination continuum
1352	He 2      1.11610m		# radiative recombination continuum
1353	He 2      1.11610m		# radiative recombination continuum
1354	He 2      1.11610m		# radiative recombination continuum
1355	He 2      1.11610m		# radiative recombination continuum
1356	He 2      1.11610m		# radiative recombination continuum
1357	He 2      1.11610m		# radiative recombination continuum
1358	He 2      1.11610m		# radiative recombination continuum
1359	He 2      1.45776m		# radiative recombination continuum
1360	He 2      1.45776m		# radiative recombination continuum
1361	He 2      1.45776m		# radiative recombination continuum
1362	He 2      1.45776m		# radiative recombination continuum
1363	He 2      1.45776m		# radiative recombination continuum
1364	He 2      1.45776m		# radiative recombination continuum
1365	He 2      1.45776m		# radiative recombination continuum
1366	He 2      1.45776m		# radiative recombination continuum
1367	He 2      1.84498m		# radiative recombination continuum
1368	He 2      1.84498m		# radiative recombination continuum
1369	He 2      1.84498m		# radiative recombination continuum
1370	He 2      1.84498m		# radiative recombination continuum
1371	He 2      1.84498m		# radiative recombination continuum
1372	He 2      1.84498m		# radiative recombination continuum
1373	He 2      1.84498m		# radiative recombination continuum
1374	He 2      1.84498m		# radiative recombination continuum
1375	He 2      1.84498m		# radiative recombination continuum
1376	He 2      2.27776m		# radiative recombination continuum
1377	He 2      2.27776m		# radiative recombination continuum
1378	He 2      2.27776m		# radiative recombination continuum
1379	He 2      2.27776m		# radiative recombination continuum
1380	He 2      2.27776m		# radiative recombination continuum
1381	He 2      2.27776m		# radiative recombination continuum
1382	He 2      2.27776m		# radiative recombination continuum
1383	He 2      2.27776m		# radiative recombination continuum
1384	He 2      2.27776m		# radiative recombination continuum
1385	He 2      2.27776m		# radiative recombination continuum
1386	He 2      2.75608m		# radiative recombination continuum
1387	He 2      3.27997m		# radiative recombination continuum
1388	He 2      3.84941m		# radiative recombination continuum
1389	He 2      4.46440m		# radiative recombination continuum
1390	He 2      5.12495m		# radiative recombination continuum
1391	He 2      5.83106m		# radiative recombination continuum
1392	He 2      6.58272m		# radiative recombination continuum
1393	He 2      7.37993m		# radiative recombination continuum
1394	He 2      8.22270m		# radiative recombination continuum
1395	He 2      9.11102m		# radiative recombination continuum
1396	He 2      10.0449m		# radiative recombination continuum
1397	He 2      11.0243m		# radiative recombination continuum
1398	He 2      12.0493m		# radiative recombination continuum
1399	He 2      13.1199m		# radiative recombination continuum
1400	He 2      14.2360m		# radiative recombination continuum
1401	Li 3      101.212A		# radiative recombination continuum
1402	Li 3      404.846A		# radiative recombination continuum
1403	Li 3      404.846A		# radiative recombination continuum
1404	Li 3      910.904A		# radiative recombination continuum
1405	Li 3      910.904A		# radiative recombination continuum
1406	Li 3      910.904A		# radiative recombination continuum
1407	Li 3      1619.39A		# radiative recombination continuum
1408	Li 3      1619.39A		# radiative recombination continuum
1409	Li 3      1619.39A		# radiative recombination continuum
1410	Li 3      1619.39A		# radiative recombination continuum
1411	Li 3      2529.53A		# radiative recombination continuum
1412	Li 3      2529.53A		# radiative recombination continuum
1413	Li 3      2529.53A		# radiative recombination continuum
1414	Li 3      2529.53A		# radiative recombination continuum
1415	Li 3      2529.53A		# radiative recombination continuum
1416	Li 3      3642.58A		# radiative recombination continuum
1417	Li 3      4957.98A		# radiative recombination continuum
1418	Be 4      56.9519A		# radiative recombination continuum
1419	Be 4      227.807A		# radiative recombination continuum
1420	Be 4      227.807A		# radiative recombination continuum
1421	Be 4      512.567A		# radiative recombination continuum
1422	Be 4      512.567A		# radiative recombination continuum
1423	Be 4      512.567A		# radiative recombination continuum
1424	Be 4      911.230A		# radiative recombination continuum
1425	Be 4      911.230A		# radiative recombination continuum
1426	Be 4      911.230A		# radiative recombination continuum
1427	Be 4      911.230A		# radiative recombination continuum
1428	Be 4      1423.80A		# radiative recombination continuum
1429	Be 4      1423.80A		# radiative recombination continuum
1430	Be 4      1423.80A		# radiative recombination continuum
1431	Be 4      1423.80A		# radiative recombination continuum
1432	Be 4      1423.80A		# radiative recombination continuum
1433	Be 4      2049.61A		# radiative recombination continuum
1434	Be 4      2789.82A		# radiative recombination continuum
1435	B  5      36.4445A		# radiative recombination continuum
1436	B  5      145.778A		# radiative recombination continuum
1437	B  5      145.778A		# radiative recombination continuum
1438	B  5      328.001A		# radiative recombination continuum
1439	B  5      328.001A		# radiative recombination continuum
1440	B  5      328.001A		# radiative recombination continuum
1441	B  5      583.112A		# radiative recombination continuum
1442	B  5      583.112A		# radiative recombination continuum
1443	B  5      583.112A		# radiative recombination continuum
1444	B  5      583.112A		# radiative recombination continuum
1445	B  5      911.113A		# radiative recombination continuum
1446	B  5      911.113A		# radiative recombination continuum
1447	B  5      911.113A		# radiative recombination continuum
1448	B  5      911.113A		# radiative recombination continuum
1449	B  5      911.113A		# radiative recombination continuum
1450	B  5      1312.00A		# radiative recombination continuum
1451	B  5      1785.78A		# radiative recombination continuum
1452	C  6      25.3029A		# radiative recombination continuum
1453	C  6      101.212A		# radiative recombination continuum
1454	C  6      101.212A		# radiative recombination continuum
1455	C  6      227.726A		# radiative recombination continuum
1456	C  6      227.726A		# radiative recombination continuum
1457	C  6      227.726A		# radiative recombination continuum
1458	C  6      404.846A		# radiative recombination continuum
1459	C  6      404.846A		# radiative recombination continuum
1460	C  6      404.846A		# radiative recombination continuum
1461	C  6      404.846A		# radiative recombination continuum
1462	C  6      632.572A		# radiative recombination continuum
1463	C  6      632.572A		# radiative recombination continuum
1464	C  6      632.572A		# radiative recombination continuum
1465	C  6      632.572A		# radiative recombination continuum
1466	C  6      632.572A		# radiative recombination continuum
1467	C  6      910.904A		# radiative recombination continuum
1468	C  6      1239.84A		# radiative recombination continuum
1469	C  6      1619.39A		# radiative recombination continuum
1470	C  6      2048.88A		# radiative recombination continuum
1471	C  6      2529.53A		# radiative recombination continuum
1472	N  7      18.5856A		# radiative recombination continuum
1473	N  7      74.3422A		# radiative recombination continuum
1474	N  7      74.3422A		# radiative recombination continuum
1475	N  7      167.270A		# radiative recombination continuum
1476	N  7      167.270A		# radiative recombination continuum
1477	N  7      167.270A		# radiative recombination continuum
1478	N  7      297.369A		# radiative recombination continuum
1479	N  7      297.369A		# radiative recombination continuum
1480	N  7      297.369A		# radiative recombination continuum
1481	N  7      297.369A		# radiative recombination continuum
1482	N  7      464.639A		# radiative recombination continuum
1483	N  7      464.639A		# radiative recombination continuum
1484	N  7      464.639A		# radiative recombination continuum
1485	N  7      464.639A		# radiative recombination continuum
1486	N  7      464.639A		# radiative recombination continuum
1487	N  7      669.080A		# radiative recombination continuum
1488	N  7      910.692A		# radiative recombination continuum
1489	N  7      1189.48A		# radiative recombination continuum
1490	N  7      1505.43A		# radiative recombination continuum
1491	N  7      1858.55A		# radiative recombination continuum
1492	O  8      14.2282A		# radiative recombination continuum
1493	O  8      56.9126A		# radiative recombination continuum
1494	O  8      56.9126A		# radiative recombination continuum
1495	O  8      128.053A		# radiative recombination continuum
1496	O  8      128.053A		# radiative recombination continuum
1497	O  8      128.053A		# radiative recombination continuum
1498	O  8      227.651A		# radiative recombination continuum
1499	O  8      227.651A		# radiative recombination continuum
1500	O  8      227.651A		# radiative recombination continuum
1501	O  8      227.651A		# radiative recombination continuum
1502	O  8      355.704A		# radiative recombination continuum
1503	O  8      355.704A		# radiative recombination continuum
1504	O  8      355.704A		# radiative recombination continuum
1505	O  8      355.704A		# radiative recombination continuum
1506	O  8      355.704A		# radiative recombination continuum
1507	O  8      512.214A		# radiative recombination continuum
1508	O  8      697.180A		# radiative recombination continuum
1509	O  8      910.602A		# radiative recombination continuum
1510	O  8      1152.48A		# radiative recombination continuum
1511	O  8      1422.82A		# radiative recombination continuum
1512	F  9      11.2406A		# radiative recombination continuum
1513	F  9      44.9625A		# radiative recombination continuum
1514	F  9      44.9625A		# radiative recombination continuum
1515	F  9      101.166A		# radiative recombination continuum
1516	F  9      101.166A		# radiative recombination continuum
1517	F  9      101.166A		# radiative recombination continuum
1518	F  9      179.850A		# radiative recombination continuum
1519	F  9      179.850A		# radiative recombination continuum
1520	F  9      179.850A		# radiative recombination continuum
1521	F  9      179.850A		# radiative recombination continuum
1522	F  9      281.016A		# radiative recombination continuum
1523	F  9      281.016A		# radiative recombination continuum
1524	F  9      281.016A		# radiative recombination continuum
1525	F  9      281.016A		# radiative recombination continuum
1526	F  9      281.016A		# radiative recombination continuum
1527	F  9      404.663A		# radiative recombination continuum
1528	F  9      550.791A		# radiative recombination continuum
1529	Ne10      9.10310A		# radiative recombination continuum
1530	Ne10      36.4124A		# radiative recombination continuum
1531	Ne10      36.4124A		# radiative recombination continuum
1532	Ne10      81.9279A		# radiative recombination continuum
1533	Ne10      81.9279A		# radiative recombination continuum
1534	Ne10      81.9279A		# radiative recombination continuum
1535	Ne10      145.650A		# radiative recombination continuum
1536	Ne10      145.650A		# radiative recombination continuum
1537	Ne10      145.650A		# radiative recombination continuum
1538	Ne10      145.650A		# radiative recombination continuum
1539	Ne10      227.577A		# radiative recombination continuum
1540	Ne10      227.577A		# radiative recombination continuum
1541	Ne10      227.577A		# radiative recombination continuum
1542	Ne10      227.577A		# radiative recombination continuum
1543	Ne10      227.577A		# radiative recombination continuum
1544	Ne10      327.712A		# radiative recombination continuum
1545	Ne10      446.052A		# radiative recombination continuum
1546	Ne10      582.598A		# radiative recombination continuum
1547	Ne10      737.351A		# radiative recombination continuum
1548	Ne10      910.310A		# radiative recombination continuum
1549	Na11      7.51875A		# radiative recombination continuum
1550	Na11      30.0750A		# radiative recombination continuum
1551	Na11      30.0750A		# radiative recombination continuum
1552	Na11      67.6688A		# radiative recombination continuum
1553	Na11      67.6688A		# radiative recombination continuum
1554	Na11      67.6688A		# radiative recombination continuum
1555	Na11      120.300A		# radiative recombination continuum
1556	Na11      120.300A		# radiative recombination continuum
1557	Na11      120.300A		# radiative recombination continuum
1558	Na11      120.300A		# radiative recombination continuum
1559	Na11      187.969A		# radiative recombination continuum
1560	Na11      187.969A		# radiative recombination continuum
1561	Na11      187.969A		# radiative recombination continuum
1562	Na11      187.969A		# radiative recombination continuum
1563	Na11      187.969A		# radiative recombination continuum
1564	Na11      270.675A		# radiative recombination continuum
1565	Na11      368.419A		# radiative recombination continuum
1566	Mg12      6.31606A		# radiative recombination continuum
1567	Mg12      25.2642A		# radiative recombination continuum
1568	Mg12      25.2642A		# radiative recombination continuum
1569	Mg12      56.8445A		# radiative recombination continuum
1570	Mg12      56.8445A		# radiative recombination continuum
1571	Mg12      56.8445A		# radiative recombination continuum
1572	Mg12      101.057A		# radiative recombination continuum
1573	Mg12      101.057A		# radiative recombination continuum
1574	Mg12      101.057A		# radiative recombination continuum
1575	Mg12      101.057A		# radiative recombination continuum
1576	Mg12      157.901A		# radiative recombination continuum
1577	Mg12      157.901A		# radiative recombination continuum
1578	Mg12      157.901A		# radiative recombination continuum
1579	Mg12      157.901A		# radiative recombination continuum
1580	Mg12      157.901A		# radiative recombination continuum
1581	Mg12      227.378A		# radiative recombination continuum
1582	Mg12      309.487A		# radiative recombination continuum
1583	Mg12      404.228A		# radiative recombination continuum
1584	Mg12      511.601A		# radiative recombination continuum
1585	Mg12      631.606A		# radiative recombination continuum
1586	Al13      5.38126A		# radiative recombination continuum
1587	Al13      21.5250A		# radiative recombination continuum
1588	Al13      21.5250A		# radiative recombination continuum
1589	Al13      48.4313A		# radiative recombination continuum
1590	Al13      48.4313A		# radiative recombination continuum
1591	Al13      48.4313A		# radiative recombination continuum
1592	Al13      86.1001A		# radiative recombination continuum
1593	Al13      86.1001A		# radiative recombination continuum
1594	Al13      86.1001A		# radiative recombination continuum
1595	Al13      86.1001A		# radiative recombination continuum
1596	Al13      134.531A		# radiative recombination continuum
1597	Al13      134.531A		# radiative recombination continuum
1598	Al13      134.531A		# radiative recombination continuum
1599	Al13      134.531A		# radiative recombination continuum
1600	Al13      134.531A		# radiative recombination continuum
1601	Al13      193.725A		# radiative recombination continuum
1602	Al13      263.682A		# radiative recombination continuum
1603	Si14      4.63839A		# radiative recombination continuum
1604	Si14      18.5536A		# radiative recombination continuum
1605	Si14      18.5536A		# radiative recombination continuum
1606	Si14      41.7455A		# radiative recombination continuum
1607	Si14      41.7455A		# radiative recombination continuum
1608	Si14      41.7455A		# radiative recombination continuum
1609	Si14      74.2143A		# radiative recombination continuum
1610	Si14      74.2143A		# radiative recombination continuum
1611	Si14      74.2143A		# radiative recombination continuum
1612	Si14      74.2143A		# radiative recombination continuum
1613	Si14      115.960A		# radiative recombination continuum
1614	Si14      115.960A		# radiative recombination continuum
1615	Si14      115.960A		# radiative recombination continuum
1616	Si14      115.960A		# radiative recombination continuum
1617	Si14      115.960A		# radiative recombination continuum
1618	Si14      166.982A		# radiative recombination continuum
1619	Si14      227.281A		# radiative recombination continuum
1620	Si14      296.857A		# radiative recombination continuum
1621	Si14      375.710A		# radiative recombination continuum
1622	Si14      463.839A		# radiative recombination continuum
1623	P 15      4.03857A		# radiative recombination continuum
1624	P 15      16.1543A		# radiative recombination continuum
1625	P 15      16.1543A		# radiative recombination continuum
1626	P 15      36.3472A		# radiative recombination continuum
1627	P 15      36.3472A		# radiative recombination continuum
1628	P 15      36.3472A		# radiative recombination continuum
1629	P 15      64.6172A		# radiative recombination continuum
1630	P 15      64.6172A		# radiative recombination continuum
1631	P 15      64.6172A		# radiative recombination continuum
1632	P 15      64.6172A		# radiative recombination continuum
1633	P 15      100.964A		# radiative recombination continuum
1634	P 15      100.964A		# radiative recombination continuum
1635	P 15      100.964A		# radiative recombination continuum
1636	P 15      100.964A		# radiative recombination continuum
1637	P 15      100.964A		# radiative recombination continuum
1638	P 15      145.389A		# radiative recombination continuum
1639	P 15      197.890A		# radiative recombination continuum
1640	S 16      3.54849A		# radiative recombination continuum
1641	S 16      14.1940A		# radiative recombination continuum
1642	S 16      14.1940A		# radiative recombination continuum
1643	S 16      31.9364A		# radiative recombination continuum
1644	S 16      31.9364A		# radiative recombination continuum
1645	S 16      31.9364A		# radiative recombination continuum
1646	S 16      56.7758A		# radiative recombination continuum
1647	S 16      56.7758A		# radiative recombination continuum
1648	S 16      56.7758A		# radiative recombination continuum
1649	S 16      56.7758A		# radiative recombination continuum
1650	S 16      88.7122A		# radiative recombination continuum
1651	S 16      88.7122A		# radiative recombination continuum
1652	S 16      88.7122A		# radiative recombination continuum
1653	S 16      88.7122A		# radiative recombination continuum
1654	S 16      88.7122A		# radiative recombination continuum
1655	S 16      127.746A		# radiative recombination continuum
1656	S 16      173.876A		# radiative recombination continuum
1657	S 16      227.103A		# radiative recombination continuum
1658	S 16      287.428A		# radiative recombination continuum
1659	S 16      354.849A		# radiative recombination continuum
1660	Cl17      3.14202A		# radiative recombination continuum
1661	Cl17      12.5681A		# radiative recombination continuum
1662	Cl17      12.5681A		# radiative recombination continuum
1663	Cl17      28.2782A		# radiative recombination continuum
1664	Cl17      28.2782A		# radiative recombination continuum
1665	Cl17      28.2782A		# radiative recombination continuum
1666	Cl17      50.2724A		# radiative recombination continuum
1667	Cl17      50.2724A		# radiative recombination continuum
1668	Cl17      50.2724A		# radiative recombination continuum
1669	Cl17      50.2724A		# radiative recombination continuum
1670	Cl17      78.5506A		# radiative recombination continuum
1671	Cl17      78.5506A		# radiative recombination continuum
1672	Cl17      78.5506A		# radiative recombination continuum
1673	Cl17      78.5506A		# radiative recombination continuum
1674	Cl17      78.5506A		# radiative recombination continuum
1675	Cl17      113.113A		# radiative recombination continuum
1676	Cl17      153.959A		# radiative recombination continuum
1677	Ar18      2.80127A		# radiative recombination continuum
1678	Ar18      11.2051A		# radiative recombination continuum
1679	Ar18      11.2051A		# radiative recombination continuum
1680	Ar18      25.2114A		# radiative recombination continuum
1681	Ar18      25.2114A		# radiative recombination continuum
1682	Ar18      25.2114A		# radiative recombination continuum
1683	Ar18      44.8203A		# radiative recombination continuum
1684	Ar18      44.8203A		# radiative recombination continuum
1685	Ar18      44.8203A		# radiative recombination continuum
1686	Ar18      44.8203A		# radiative recombination continuum
1687	Ar18      70.0317A		# radiative recombination continuum
1688	Ar18      70.0317A		# radiative recombination continuum
1689	Ar18      70.0317A		# radiative recombination continuum
1690	Ar18      70.0317A		# radiative recombination continuum
1691	Ar18      70.0317A		# radiative recombination continuum
1692	Ar18      100.846A		# radiative recombination continuum
1693	Ar18      137.262A		# radiative recombination continuum
1694	K 19      2.51285A		# radiative recombination continuum
1695	K 19      10.0514A		# radiative recombination continuum
1696	K 19      10.0514A		# radiative recombination continuum
1697	K 19      22.6157A		# radiative recombination continuum
1698	K 19      22.6157A		# radiative recombination continuum
1699	K 19      22.6157A		# radiative recombination continuum
1700	K 19      40.2057A		# radiative recombination continuum
1701	K 19      40.2057A		# radiative recombination continuum
1702	K 19      40.2057A		# radiative recombination continuum
1703	K 19      40.2057A		# radiative recombination continuum
1704	K 19      62.8213A		# radiative recombination continuum
1705	K 19      62.8213A		# radiative recombination continuum
1706	K 19      62.8213A		# radiative recombination continuum
1707	K 19      62.8213A		# radiative recombination continuum
1708	K 19      62.8213A		# radiative recombination continuum
1709	K 19      90.4627A		# radiative recombination continuum
1710	K 19      123.130A		# radiative recombination continuum
1711	Ca20      2.26662A		# radiative recombination continuum
1712	Ca20      9.06649A		# radiative recombination continuum
1713	Ca20      9.06649A		# radiative recombination continuum
1714	Ca20      20.3996A		# radiative recombination continuum
1715	Ca20      20.3996A		# radiative recombination continuum
1716	Ca20      20.3996A		# radiative recombination continuum
1717	Ca20      36.2659A		# radiative recombination continuum
1718	Ca20      36.2659A		# radiative recombination continuum
1719	Ca20      36.2659A		# radiative recombination continuum
1720	Ca20      36.2659A		# radiative recombination continuum
1721	Ca20      56.6655A		# radiative recombination continuum
1722	Ca20      56.6655A		# radiative recombination continuum
1723	Ca20      56.6655A		# radiative recombination continuum
1724	Ca20      56.6655A		# radiative recombination continuum
1725	Ca20      56.6655A		# radiative recombination continuum
1726	Ca20      81.5984A		# radiative recombination continuum
1727	Ca20      111.064A		# radiative recombination continuum
1728	Sc21      2.05476A		# radiative recombination continuum
1729	Sc21      8.21904A		# radiative recombination continuum
1730	Sc21      8.21904A		# radiative recombination continuum
1731	Sc21      18.4928A		# radiative recombination continuum
1732	Sc21      18.4928A		# radiative recombination continuum
1733	Sc21      18.4928A		# radiative recombination continuum
1734	Sc21      32.8762A		# radiative recombination continuum
1735	Sc21      32.8762A		# radiative recombination continuum
1736	Sc21      32.8762A		# radiative recombination continuum
1737	Sc21      32.8762A		# radiative recombination continuum
1738	Sc21      51.3690A		# radiative recombination continuum
1739	Sc21      51.3690A		# radiative recombination continuum
1740	Sc21      51.3690A		# radiative recombination continuum
1741	Sc21      51.3690A		# radiative recombination continuum
1742	Sc21      51.3690A		# radiative recombination continuum
1743	Sc21      73.9713A		# radiative recombination continuum
1744	Sc21      100.683A		# radiative recombination continuum
1745	Ti22      1.87118A		# radiative recombination continuum
1746	Ti22      7.48471A		# radiative recombination continuum
1747	Ti22      7.48471A		# radiative recombination continuum
1748	Ti22      16.8406A		# radiative recombination continuum
1749	Ti22      16.8406A		# radiative recombination continuum
1750	Ti22      16.8406A		# radiative recombination continuum
1751	Ti22      29.9388A		# radiative recombination continuum
1752	Ti22      29.9388A		# radiative recombination continuum
1753	Ti22      29.9388A		# radiative recombination continuum
1754	Ti22      29.9388A		# radiative recombination continuum
1755	Ti22      46.7794A		# radiative recombination continuum
1756	Ti22      46.7794A		# radiative recombination continuum
1757	Ti22      46.7794A		# radiative recombination continuum
1758	Ti22      46.7794A		# radiative recombination continuum
1759	Ti22      46.7794A		# radiative recombination continuum
1760	Ti22      67.3624A		# radiative recombination continuum
1761	Ti22      91.6877A		# radiative recombination continuum
1762	V 23      1.71107A		# radiative recombination continuum
1763	V 23      6.84428A		# radiative recombination continuum
1764	V 23      6.84428A		# radiative recombination continuum
1765	V 23      15.3996A		# radiative recombination continuum
1766	V 23      15.3996A		# radiative recombination continuum
1767	V 23      15.3996A		# radiative recombination continuum
1768	V 23      27.3771A		# radiative recombination continuum
1769	V 23      27.3771A		# radiative recombination continuum
1770	V 23      27.3771A		# radiative recombination continuum
1771	V 23      27.3771A		# radiative recombination continuum
1772	V 23      42.7768A		# radiative recombination continuum
1773	V 23      42.7768A		# radiative recombination continuum
1774	V 23      42.7768A		# radiative recombination continuum
1775	V 23      42.7768A		# radiative recombination continuum
1776	V 23      42.7768A		# radiative recombination continuum
1777	V 23      61.5986A		# radiative recombination continuum
1778	V 23      83.8425A		# radiative recombination continuum
1779	Cr24      1.57041A		# radiative recombination continuum
1780	Cr24      6.28166A		# radiative recombination continuum
1781	Cr24      6.28166A		# radiative recombination continuum
1782	Cr24      14.1337A		# radiative recombination continuum
1783	Cr24      14.1337A		# radiative recombination continuum
1784	Cr24      14.1337A		# radiative recombination continuum
1785	Cr24      25.1266A		# radiative recombination continuum
1786	Cr24      25.1266A		# radiative recombination continuum
1787	Cr24      25.1266A		# radiative recombination continuum
1788	Cr24      25.1266A		# radiative recombination continuum
1789	Cr24      39.2604A		# radiative recombination continuum
1790	Cr24      39.2604A		# radiative recombination continuum
1791	Cr24      39.2604A		# radiative recombination continuum
1792	Cr24      39.2604A		# radiative recombination continuum
1793	Cr24      39.2604A		# radiative recombination continuum
1794	Cr24      56.5349A		# radiative recombination continuum
1795	Cr24      76.9503A		# radiative recombination continuum
1796	Mn25      1.44639A		# radiative recombination continuum
1797	Mn25      5.78554A		# radiative recombination continuum
1798	Mn25      5.78554A		# radiative recombination continuum
1799	Mn25      13.0175A		# radiative recombination continuum
1800	Mn25      13.0175A		# radiative recombination continuum
1801	Mn25      13.0175A		# radiative recombination continuum
1802	Mn25      23.1422A		# radiative recombination continuum
1803	Mn25      23.1422A		# radiative recombination continuum
1804	Mn25      23.1422A		# radiative recombination continuum
1805	Mn25      23.1422A		# radiative recombination continuum
1806	Mn25      36.1596A		# radiative recombination continuum
1807	Mn25      36.1596A		# radiative recombination continuum
1808	Mn25      36.1596A		# radiative recombination continuum
1809	Mn25      36.1596A		# radiative recombination continuum
1810	Mn25      36.1596A		# radiative recombination continuum
1811	Mn25      52.0699A		# radiative recombination continuum
1812	Mn25      70.8729A		# radiative recombination continuum
1813	Fe26      1.33632A		# radiative recombination continuum
1814	Fe26      5.34530A		# radiative recombination continuum
1815	Fe26      5.34530A		# radiative recombination continuum
1816	Fe26      12.0269A		# radiative recombination continuum
1817	Fe26      12.0269A		# radiative recombination continuum
1818	Fe26      12.0269A		# radiative recombination continuum
1819	Fe26      21.3812A		# radiative recombination continuum
1820	Fe26      21.3812A		# radiative recombination continuum
1821	Fe26      21.3812A		# radiative recombination continuum
1822	Fe26      21.3812A		# radiative recombination continuum
1823	Fe26      33.4081A		# radiative recombination continuum
1824	Fe26      33.4081A		# radiative recombination continuum
1825	Fe26      33.4081A		# radiative recombination continuum
1826	Fe26      33.4081A		# radiative recombination continuum
1827	Fe26      33.4081A		# radiative recombination continuum
1828	Fe26      48.1077A		# radiative recombination continuum
1829	Fe26      65.4799A		# radiative recombination continuum
1830	Fe26      85.5248A		# radiative recombination continuum
1831	Fe26      108.242A		# radiative recombination continuum
1832	Fe26      133.632A		# radiative recombination continuum
1833	Co27      1.23860A		# radiative recombination continuum
1834	Co27      4.95441A		# radiative recombination continuum
1835	Co27      4.95441A		# radiative recombination continuum
1836	Co27      11.1474A		# radiative recombination continuum
1837	Co27      11.1474A		# radiative recombination continuum
1838	Co27      11.1474A		# radiative recombination continuum
1839	Co27      19.8177A		# radiative recombination continuum
1840	Co27      19.8177A		# radiative recombination continuum
1841	Co27      19.8177A		# radiative recombination continuum
1842	Co27      19.8177A		# radiative recombination continuum
1843	Co27      30.9651A		# radiative recombination continuum
1844	Co27      30.9651A		# radiative recombination continuum
1845	Co27      30.9651A		# radiative recombination continuum
1846	Co27      30.9651A		# radiative recombination continuum
1847	Co27      30.9651A		# radiative recombination continuum
1848	Co27      44.5897A		# radiative recombination continuum
1849	Co27      60.6916A		# radiative recombination continuum
1850	Ni28      1.15013A		# radiative recombination continuum
1851	Ni28      4.60053A		# radiative recombination continuum
1852	Ni28      4.60053A		# radiative recombination continuum
1853	Ni28      10.3512A		# radiative recombination continuum
1854	Ni28      10.3512A		# radiative recombination continuum
1855	Ni28      10.3512A		# radiative recombination continuum
1856	Ni28      18.4021A		# radiative recombination continuum
1857	Ni28      18.4021A		# radiative recombination continuum
1858	Ni28      18.4021A		# radiative recombination continuum
1859	Ni28      18.4021A		# radiative recombination continuum
1860	Ni28      28.7533A		# radiative recombination continuum
1861	Ni28      28.7533A		# radiative recombination continuum
1862	Ni28      28.7533A		# radiative recombination continuum
1863	Ni28      28.7533A		# radiative recombination continuum
1864	Ni28      28.7533A		# radiative recombination continuum
1865	Ni28      41.4047A		# radiative recombination continuum
1866	Ni28      56.3565A		# radiative recombination continuum
1867	Cu29      1.07160A		# radiative recombination continuum
1868	Cu29      4.28640A		# radiative recombination continuum
1869	Cu29      4.28640A		# radiative recombination continuum
1870	Cu29      9.64441A		# radiative recombination continuum
1871	Cu29      9.64441A		# radiative recombination continuum
1872	Cu29      9.64441A		# radiative recombination continuum
1873	Cu29      17.1456A		# radiative recombination continuum
1874	Cu29      17.1456A		# radiative recombination continuum
1875	Cu29      17.1456A		# radiative recombination continuum
1876	Cu29      17.1456A		# radiative recombination continuum
1877	Cu29      26.7900A		# radiative recombination continuum
1878	Cu29      26.7900A		# radiative recombination continuum
1879	Cu29      26.7900A		# radiative recombination continuum
